sku,brand,quantity,price,price_if_discounted,pos_in_pg,stock,description,report_time
Knorr Classic Chicken Corn Soup (Buy 3 Get 1 Cup a Soup Free),Knorr,24 gm,155.0,,14,65,Classic chicken corn soup with carefully chosen real chicken and the best-quality vegetables. Just add one egg and enjoy restaurant-like taste at home. No added preservativesLow-fat. Halal certified,2023-02-22 11:19:32
Knorr Classic Thai Soup (Buy 3 Get 1 Cup a Soup Free),Knorr,28 gm,140.0,,15,67,Classic Thai soup with carefully chosen real chicken and the best-quality vegetables.Just add one egg and enjoy restaurant- like taste at home. No added preservatives. Low-fat. Halal certified,2023-02-22 11:19:52
Knorr Chicken Cubes,Knorr,20 gm,50.0,45.0,17,0,"Manufacturer: Unilever limited These chicken cubes are made of real chicken. Can be used in Chinese vegetable curries, chilli chicken, soups, and many other dishes of meat and vegetables. Can be added to salad dressings also. No preservative Halal certified Ingredients: Real chicken meat, vegetables, salt, pepper.",2023-02-22 11:19:52
Knorr Chef's Crispy Fried Chicken Mix (Buy 2 Get 1 Free),Knorr,75 gm,300.0,,18,0,"Swap reconstituted meat for homemade chicken with Knorr Crispy Fried Chicken mix. You can also use it to prepare other delicious fried snacks e.g. onion rings, potato chop etc. Prepare restaurant like fried chicken at home with this mix and feed your children have a healthier snack!",2023-02-22 11:19:53
Knorr Classic Hot and Sour Chicken Soup (Buy 3 Get 1 Krispy Fried Chicken Mix Free),Knorr,31 gm,235.0,,19,0,Classic hot and sour chicken corn soup with carefully chosen real chicken and the best-quality vegetables.Just add one egg and enjoy restaurant- like taste at home. No added preservative. Low-fat. Halal certified,2023-02-22 11:19:53
Knorr Classic Chicken Corn Soup (Buy 3 Get 1 Krispy Fried Chicken Mix Free),Knorr,24 gm,235.0,,20,0,Classic chicken corn soup with carefully chosen real chicken and the best-quality vegetables. Just add one egg and enjoy restaurant-like taste at home. No added preservativesLow-fat. Halal certified,2023-02-22 11:19:54
Knorr Classic Thai Soup (Buy 3 Get 1 Krispy Fried Chicken Mix Free),Knorr,28 gm,220.0,,21,0,"With its zesty Thai flavors, Knorr Instant Thai Cup soup gives you a hassle-free solution for your small hunger packs! Just have a cup of hot Thai Tomato soup, made in the blink of an eye, and light up your taste buds with its really tasty flavor!",2023-02-22 11:19:55
Wheel Washing Laundry Bar,Wheel,125 gm,30.0,,1,653,"Wheel Detergent Bar has good fragrance, leaving your clothes not just clean, but also fresh & fragrant while being gentle on your hands. Buy Now!",2023-02-22 11:22:40
Wheel Washing Powder 2 in 1 Clean & Fresh,Wheel,1 kg,145.0,,2,2154,"Wheel 2in1 Washing Powder cleans Clothes thoroughly removing all malodors. Its advanced white powder provides deep cleanliness & sensorial delight while allso being gentle on your hands. Available in two different variants, Clean & Fresh with odor masking capability & winning floral fragrance in Clean & Rose. Buy Now!",2023-02-22 11:30:27
Wheel Washing Powder 2in1 Clean & Fresh,Wheel,500 gm,75.0,,3,1243,"Wheel 2in1 Washing Powder cleans Clothes thoroughly removing all malodors. Its advanced white powder provides deep cleanliness & sensorial delight while allso being gentle on your hands. Available in two different variants, Clean & Fresh with odor masking capability & winning floral fragrance in Clean & Rose. Buy Now!",2023-02-22 11:34:58
Lifebuoy Handwash Total Refill,Lifebuoy,170 ml,75.0,,1,141,,2023-02-22 11:36:03
Lifebuoy Handwash Lemon Fresh Refill,Lifebuoy,170 ml,75.0,,2,110,,2023-02-22 11:36:26
Lifebuoy Soap Bar Lemon Fresh,Lifebuoy,100 gm,50.0,,3,128,"Experience a refreshing shower every day with LIFEBUOY Lemon Fresh Soap Bar. It rejuvenates your senses keeping you fresh throughout the day. Formulated with an efficient cleansing property of lemons, this soap bar is packed with natural antibacterial properties. This disinfectant soap protects your skin from disease-causing bacteria and ensures 100% better germ protection for you and your family. The citrusy fragrance will leave you thoroughly fresh. Shop now!",2023-02-22 11:36:52
Lifebuoy Soap Bar Care,Lifebuoy,100 gm,50.0,,4,106,"Eliminate germs and bacteria from your skin with LIFEBUOY Care Soap Bar. This disinfectant soap bar is formulated with an Active Naturol Shield that fights disease-causing germs and keeps you healthy. It ensures a complete germ protection for your family. Apart from better germ protection, this invigorating soap bar also provides skin care benefits. Enjoy a refreshing and cooling shower, with this soap, every day. Shop now!",2023-02-22 11:37:16
Lifebuoy Vitamins Included Lemon Fresh Handwash,Lifebuoy,1 ltr,350.0,315.0,5,90,,2023-02-22 11:37:36
Lifebuoy Handwash Care Refill,Lifebuoy,170 ml,75.0,,7,76,,2023-02-22 11:37:54
Lifebuoy Handwash Care,Lifebuoy,1 ltr,350.0,,8,18,,2023-02-22 11:38:00
Lifebuoy Handwash Total,Lifebuoy,1 ltr,350.0,,9,69,,2023-02-22 11:38:16
Lifebuoy Handwash Total Pump,Lifebuoy,200 ml,80.0,,11,71,"Lifebuoy Total 10 Hand Wash makes hand washing quicker and more effective than ever before! The Total 10 handwash contains advanced germ protection ingredient, Activ Naturol Shield, and gives 99.9% germ protection in just 10 seconds! Lifebuoy Total 10 Hand wash prevents the spread of germs, keeping the family safe from infection causing germs. It is specially designed to give you and your family superior germ protection. So now stay 1 step ahead of infections, and keep your hands clean and healthy. Kids nowadays are Superfast. They are always in a hurry, even at hand washing. Ordinary Soap takes up to 1 minute to kill germs – but do Kids wash their hands for 1 whole minute? Not ours! That’s why we created Lifebuoy Total 10 Germ Protection Hand wash Liquid – the Superfast hand wash for Superfast kids! Powered by our Activ Naturol Shield formula, it kills 99.9% Germs in just 10 seconds, providing superfast hand protection to keep your kids 1 step ahead of infections such as typhoid, cholera, colds and flus. So now, don’t worry about whether they are washing their hands for long enough with Slow Soap! Handwashing at five key moments in the day (washing hands after going to the toilet, before breakfast, lunch and dinner, and while having a bath) with Lifebuoy Total 10 antibacterial handwash will keep your kids protected from germs and diseases as well as make their hands smell great! Bring home this handy 200ml pump pack and enjoy germ-free fresh hands. Its pump bottle packaging makes it convenient and hygienic to use for the whole family.",2023-02-22 11:38:35
Lifebuoy Handwash Total,Lifebuoy,5 ltr,1350.0,,12,57,"Lifebuoy Total Hand Wash makes hand washing quicker and more effective than ever before! The Total 10 handwash contains advanced germ protection ingredient, Activ Naturol Shield, and gives 99.9% germ protection in just 10 seconds! Lifebuoy Total 10 Hand wash prevents the spread of germs, keeping the family safe from infection causing germs. It is specially designed to give you and your family superior germ protection. So now stay 1 step ahead of infections, and keep your hands clean and healthy. Kids nowadays are Superfast. They are always in a hurry, even at hand washing. Ordinary Soap takes up to 1 minute to kill germs – but do Kids wash their hands for 1 whole minute? Not ours! That’s why we created Lifebuoy Total 10 Germ Protection Hand wash Liquid – the Superfast hand wash for Superfast kids! Powered by our Activ Naturol Shield formula, it kills 99.9% Germs in just 10 seconds, providing superfast hand protection to keep your kids 1 step ahead of infections such as typhoid, cholera, colds and flus. So now, don’t worry about whether they are washing their hands for long enough with Slow Soap! Handwashing at five key moments in the day (washing hands after going to the toilet, before breakfast, lunch and dinner, and while having a bath) with Lifebuoy Total 10 antibacterial handwash will keep your kids protected from germs and diseases as well as make their hands smell great! Bring home this handy 1lt bottle and enjoy germ-free fresh hands. Its bottle packaging makes it convenient and hygienic to use for the whole family.",2023-02-22 11:38:52
Lifebuoy Handwash Care Pump,Lifebuoy,200 ml,80.0,,13,10,"Hand washing with soap is the best way to avoid infections and keep your family healthy. However, ordinary soap may be harsh on skin and repeated hand washing may leave your hands dry and damaged. Your sensitive skin needs a cleanser that is tough on germs, but soft on your skin. That’s why we created Lifebuoy Mild Care Germ Protection Hand Wash Liquid. The goodness of Milk Cream leaves your hands feeling soft and healthy while protecting you from germs. So now stay one step ahead of infections, and keep your hands soft and healthy. Kids nowadays are superfast. They are always in a hurry, even while washing hands. Ordinary Soap takes up to 1 minute to kill germs – but do kids wash their hands for 1 whole minute? Not ours! That’s why we created Lifebuoy Mild Care Hand wash – the Superfast caring hand wash for Superfast kids! Powered by our advanced Activ Naturol Shield formula, it gives germ protection in just 10 seconds, while the goodness of milk and oats keeps hands nourished. Now no more worrying about your kids washing hands long enough with slow soaps! This is a hand wash that cleanses and nourishes! Specially designed for sensitive skin, this hand wash prevents skin irritation and rashes. Its advanced formula nourishes your skin and helps avoid dryness. Handwashing at five key moments in the day (washing hands after going to the toilet, before breakfast, lunch and dinner, and while having a bath) with Lifebuoy Mild Care handwash will keep your kids protected for germs and diseases as well as make their hands feel moisturised! Bring home this handy 200ml pack and nurture your sensitive skin and enjoy germ-free hands. Its pump bottle packaging makes it convenient and hygienic to use for the whole family.",2023-02-22 11:38:57
Lifebuoy Handwash Cool Fresh Pump,Lifebuoy,200 ml,105.0,,14,6,,2023-02-22 11:39:00
Lifebuoy Soap Bar Total,Lifebuoy,150 gm,70.0,,15,14,"Eliminate germs and bacteria from your skin with LIFEBUOY Total Soap Bar. This disinfectant soap bar is formulated with an Active Naturol Shield that fights disease-causing germs and keeps you healthy. It ensures a complete germ protection for your family. Apart from better germ protection, this invigorating soap bar also provides skin care benefits. Enjoy a refreshing and cooling shower, with this soap, every day. Shop now!",2023-02-22 11:39:06
Lifebuoy Soap Bar Total,Lifebuoy,100 gm,50.0,,17,56,"Eliminate germs and bacteria from your skin with LIFEBUOY Total Soap Bar. This disinfectant soap bar is formulated with an Active Naturol Shield that fights disease-causing germs and keeps you healthy. It ensures a complete germ protection for your family. Apart from better germ protection, this invigorating soap bar also provides skin care benefits. Enjoy a refreshing and cooling shower, with this soap, every day. Shop now!",2023-02-22 11:39:22
Lifebuoy Soap Bar Care,Lifebuoy,150 gm,70.0,,18,29,"Eliminate germs and bacteria from your skin with LIFEBUOY Care Soap Bar. This disinfectant soap bar is formulated with an Active Naturol Shield that fights disease-causing germs and keeps you healthy. It ensures a complete germ protection for your family. Apart from better germ protection, this invigorating soap bar also provides skin care benefits. Enjoy a refreshing and cooling shower, with this soap, every day. Shop now!",2023-02-22 11:39:32
Lifebuoy Hand Sanitizer,Lifebuoy,50 ml,80.0,,20,0,Usage : Lifebuoy Hand Sanitizer is used to sanitize your hand. It kills germs and protects you from bacteria and most of the viruses. Source : Uniliver Manufacturer : Uniliver Global Company Origin Country : UK,2023-02-22 11:39:33
Lifebuoy Hand Sanitizer,Lifebuoy,100 ml,130.0,,21,0,"Origin: Bangladesh Manufacturer: Unilever Ltd. Lifebuoy hand sanitizer kills 99.9% germs without water. Ingredients: isopropyl alcohol (70%), glycerin, perfumed gel base",2023-02-22 11:39:33
Lifebuoy Soap Bar Lemon Fresh,Lifebuoy,150 gm,55.0,,22,0,,2023-02-22 11:39:34
Lifebuoy Mild Care Antibacterial Body Wash,Lifebuoy,300 ml,450.0,,23,0,"Lifebuoy Mild Care Germ Protection Body Wash with Activ Silver Formula is specially recommended for sensitive skin • Powered by Activ Silver Formula Gives you 10 Times Better Protection from Germs • With the goodness of milk cream - is moisturising, mild and helps your skin maintain its natural moisture as you bathe • Rich, foamy lather that reaches even the most difficult to reach places on the body • Easy to use for kids. How to use: • Step 1: Squeeze body wash onto a wet pouf or washcloth and work into a rich, creamy lather. • Step 2: Massage it over your skin – concentrating on any areas that feel a little drier than usual. • Step 3: then just rinse off, healthy and giving 10 times better protection against germs, even stronger ones.",2023-02-22 11:39:34
Vim Dishwashing Bar,Vim,300 gm,40.0,,1,2663,"With the power of 100 lemons Vim Bar helps to clean tough grease the fastest. It gives you a pleasant cleaning experience with its refreshing lemon fragrance. It removes stains easily. It is tough on stains, gentle on your hands. Just take a little bit of Vim Bar on your scrubber and clean your cooking vessles. So go ahead and enjoy the Vim liquid experience. Buy Now!",2023-02-22 11:49:10
Vim Dishwashing Bar,Vim,125 gm,15.0,,2,3484,"With the power of 100 lemons Vim Bar helps to clean tough grease the fastest. It gives you a pleasant cleaning experience with its refreshing lemon fragrance. It removes stains easily. It is tough on stains, gentle on your hands. Just take a little bit of Vim Bar on your scrubber and clean your cooking vessles.",2023-02-22 11:59:37
Vim Dishwashing Liquid Pouch,Vim,250 ml,70.0,,3,380,"Vim liquid, with double lemon power it cleans 2x number of dishes Vs Bars, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Vim liquid being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended for non-stick cookware. For cooking vessels, add a drop of Vim liquid directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Vim, mix it in a bowl of water use the mixture to wash. So go ahead and enjoy the Vim liquid experience. Buy Now!",2023-02-22 12:01:06
Vim Dishwashing Liquid,Vim,500 ml,150.0,,4,242,"Vim liquid, with the power of 100 lemons, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Vim liquid being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended for non-stick cookware. For cooking vessels, add a drop of Vim liquid directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Vim, mix it in a bowl of water use the mixture to wash. So go ahead and enjoy the Vim liquid experience. Buy Now!",2023-02-22 12:01:56
Vim Dishwashing Powder,Vim,500 gm,40.0,,5,315,"VIm Scouring powder is an all purpose cleaner which is ideal on removing tough stains on sink, floor tiles, kitchen utensils and bathroom. It comes with an improved formula which facilitates a convenient washing experience to the consumer. Not advised to use on plastic utensils.",2023-02-22 12:03:03
Vim Dishwashing Liquid,Vim,1 ltr,280.0,,7,127,"Vim liquid, with double lemon powet it cleans 2x number of dishes Vs Bars, gives you complete cleaning without leaving any residue, unlike Dishwash Bars. It is also great value for money with one spoon of Vim liquid being enough to clean a full sink of dirty utensils. Its superior fragrance leaves your utensils smelling fresh, while its pH neutral formula is gentle on your hands. It also keeps your expensive utensils like non-stick cookware looking new for longer as it cleans without scratching the surface and is recommended for non-stick cookware. For cooking vessels, add a drop of Vim liquid directly on the scrubber and wash to get rid of tough stains. For other utensils, tiffins and dishes, take a spoonful of Vim, mix it in a bowl of water use the mixture to wash. So go ahead and enjoy the Vim liquid experience. Buy Now!",2023-02-22 12:03:35
Vim dishwashing Liquid Spout Multipack,Vim,250 ml,120.0,,9,0,,2023-02-22 12:03:35
Vim Dishwashing Liquid Combo Pack,Vim,,390.0,,11,0,,2023-02-22 12:03:36
Vim Dishwashing Liquid Combo Pack,Vim,,195.0,,12,0,1 X Vim Diswashing Liquid 250 ml 1 X Vim Diswashing Liquid 500 ml,2023-02-22 12:03:36
Vim Dishwashing Monthly Combo Pack,Vim,,315.0,,13,0,,2023-02-22 12:03:37
Simple Micellar Facial Wash,Simple,150 ml,620.0,612.0,1,1,,2023-02-22 10:58:51
Simple Refreshing Facial Wash,Simple,150 ml,540.0,399.0,2,1,,2023-02-22 10:58:55
Simple Water Boost Hydrating Sheet Mask,Simple,23 ml,150.0,,3,2,"Simple Water Boost Hydrating Sheet Mask helps to tackle the 5 signs of skin dehydration, such as dry, rough, tight, dull looking skin or dry dehydrated lines. Inspired by Asian beauty rituals and formulated with minerals and plant extract. Made of super soft natural fibers, contouring to the face like a second skin. • quenches thirsty skin, leaving it hydrated, supple and dewy-fresh. • Hydrating face mask does not contain unnecessary ingredients like perfumes, colour or dye and harsh chemicals that could lead to skin irritation. • Perfect for even sensitive skin. • Convenient and easy-to-use on the go. • Dermatologically tested and approved. How to use Step 1: Remove the mask from the sachet and gently unfold. Step 2: Place the mask evenly over your previously cleansed skin. Step 3: Leave for 15min and gently peel off mask. Step 4: Massage to absorb the excess of product into your skin or use a cotton pad to remove. No need to rinse.",2023-02-22 10:59:01
Simple Rich Moisture Sheet Mask,Simple,23 ml,150.0,,4,13,"Simple Rich Moisture Sheet Face Mask infuses active nutrients into the skin to condition dry, dehydrated skin. The perfect antidote to dry city skin! Give yourself a hydrating face mask at home in just 15 minutes - no mess, no need to rinse. • It contains no colour or dye, no artificial perfume and no harsh chemicals that could lead to skin irritation. • Perfect for even sensitive skin. • Feel the benefits of a moisturizing facial treatment, in one convenient easy-to-use sheet face mask. • Dermatologically tested and approved. How to use Step 1: Remove the mask from the sachet and gently unfold. Step 2: Place the mask evenly over your previously cleansed skin. Step 3: Leave for 15min and gently peel off mask. Step 4: Massage to absorb the excess of product into your skin or use a cotton pad to remove. No need to rinse.",2023-02-22 10:59:09
"Simple De-stress, Rich Moisture and Hydrating Sheet Mask (3x23ml) Combo Pack",Simple,3 pcs,450.0,,5,2,"Simple brings you an exclusive combo of three (3) Simple Sheet Masks 23ml. The Combo Contains Simple Kind to Skin Sensitive Skin Experts de-stress Sheet Mask 23ml, Simple Kind to Skin Rich Moisture Sheet Mask 23ml, Simple Water Boost Hydrating Sheet Mask 23ml. NOW SAVE BDT 51 Simple Kind to Skin Sensitive Skin Experts de-stress Sheet Mask 23ml: Simple De-Stress Sheet Mask, infused with aloe and multi-vitamins, helps to soothe and brighten stressed skin in just 15 minutes - no mess, no need to rinse. Features & Benefits: • Infuses active nutrients right into the skin to instantly soothe and brighten stressed skin. • made using natural fibers, so light and soft that it contours the face like a second skin. Enriched with Aloe and skin loving vitamins. • Perfect for even sensitive skin. Simple Kind to Skin Rich Moisture Sheet Mask 23ml: Simple Rich Moisture Sheet Face Mask infuses active nutrients into the skin to condition dry, dehydrated skin. The perfect antidote to dry city skin! Give yourself a hydrating face mask at home in just 15 minutes - no mess, no need to rinse. Features & Benefits: • It contains no colour or dye, no artificial perfume and no harsh chemicals that could lead to skin irritation. • Perfect for even sensitive skin. Simple Water Boost Hydrating Sheet Mask 23ml: Simple Water Boost Hydrating Sheet Mask helps to tackle the 5 signs of skin dehydration, such as dry, rough, tight, dull looking skin or dry dehydrated lines. Inspired by Asian beauty rituals and formulated with minerals and plant extract. Made of super soft natural fibers, contouring to the face like a second skin. • quenches thirsty skin, leaving it hydrated, supple and dewy-fresh. • Hydrating face mask does not contain unnecessary ingredients like perfumes, colour or dye and harsh chemicals that could lead to skin irritation. • Perfect for even sensitive skin. All the Sheet Masks are: • Convenient and easy-to-use on the go. • Dermatologically tested and approved. Feel the benefits of a moisturizing facial treatment How to use Step 1: Remove the mask from the sachet and gently unfold. Step 2: Place the mask evenly over your previously cleansed skin. Step 3: Leave for 15min and gently peel off mask. Step 4: Massage to absorb the excess of product into your skin or use a cotton pad to remove. No need to rinse. Limited stock available. So, hurry up, grab this combo today & SAVE BDT 51.",2023-02-22 10:59:13
Simple Soothing Facial Toner,Simple,200 ml,600.0,485.0,6,0,Country of Origin: UK.,2023-02-22 10:59:13
Simple Kind To Skin Refreshing Face Wash,Simple,150 ml,600.0,419.0,8,0,Origin: Uk,2023-02-22 10:59:14
Simple Kind To Skin Refreshing Face Wash Gel,Simple,150 ml,420.0,,9,0,"Simple Refreshing Facial Wash is 100% soap-free, vegan face wash which removes dirt, oil and impurities, leaving skin feeling refreshed and revived. No colours, no perfume, no harsh chemicals that can upset your skin. Perfect for even the most sensitive skin. • Made with skin-loving ingredients , contains Triple Purified Water and vitamins to help replenish and nourish your skin without irritation. Perfect for even sensitive skin. • Refreshing Facial Wash contains no colour or perfume, no soap and no harsh chemicals that can upset your skin. • Perfect for even sensitive skin. • Dermatologically tested and approved, non-comedogenic and ophtalmologically tested. How to Use: Step 1: Wet face with warm water, squeeze amount into hands and work into a lather. Step 2: Massage gently in a circular motion onto wet skin. Step 3: Rinse with warm water and pat dry. Avoid getting into your eyes. If it gets into your eyes, rinse thoroughly with water.",2023-02-22 10:59:15
Simple Kind To Skin Moisturising Face Wash,Simple,150 ml,400.0,,10,0,"Simple Kind to Skin Moisturising Face Wash is 100% soap-free, vegan face wash and gently washes away make-up and impurities, leaving skin feeling hydrated, soft and replenished. No colours, no perfume, no harsh chemicals that can upset your skin. Perfect for even the most sensitive skin. • Carefully blended with our purest possible ingredients and multi-vitamins • Enriched with pro-vitamin B5, vitamin E and Bisabolol, leaving your face feeling clean and refreshed. • Facial Wash contains no colour or perfume, no soap and no harsh chemicals that can upset your skin. • Dermatologically tested and approved, non-comedogenic and ophtalmologically tested. How to Use: Step 1: Wet face with warm water, squeeze amount into hands and work into a lather. Step 2: Massage gently in a circular motion onto wet skin. Step 3: Rinse with warm water and pat dry. Avoid getting into your eyes. If it gets into your eyes, rinse thoroughly with water.",2023-02-22 10:59:15
Bru Pure Coffee,Bru,100 gm,295.0,,2,0,,2023-02-22 10:59:51
Bru Original Coffee Jar,Bru,200 gm,699.0,,3,0,,2023-02-22 10:59:52
Bru Pure Instant Coffee Jar,Bru,100 gm,449.0,,4,0,,2023-02-22 10:59:53
Bru Original Instant Coffee,Bru,100 gm,295.0,,5,0,,2023-02-22 10:59:54
Brut Original Roll On,Bru,50 ml,355.0,,29,1,,2023-02-22 10:59:59
Sunsilk Conditioner Perfect Straight,Sunsilk,80 ml,90.0,,1,73,,2023-02-22 11:02:09
Sunsilk Shampoo Stunning Black Shine,Sunsilk,340 ml,400.0,320.0,2,50,"Sunsilk Stunning Black Shine shampoo, for hair that shines like you do! Shiny hairgives you a boost of confidence! Sunsilk Stunning Black Shine shampoo is Co-created with Jamal Hammadi, Shine Expert from Hollywood. Jamal is a hairdresser to Hollywood stars and known for his natural approach to achieving healthy shine. Time to Shine! This exclusive formula, with Amla Pearl Complex, revives your black hair, leaving your hair looking fuller, beautifully moisturized and mesmerizingly shiny. So girls, go out and stay ready to shine any time with Sunsilk Stunning Black Shine! Buy Now! For best results follow up with use of Sunsilk Stunning Black Shine conditioner. The conditioner comes with revolutionary conditioner technology for oh so manageable hair. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time you style it. Sunsilk Stunning Black Shine Shampoo keeps your hair shiny through the day. Start Shopping Now!",2023-02-22 11:02:31
Sunsilk Shampoo Hair Fall Solution,Sunsilk,170 ml,230.0,,3,8,"Sunsilk Hairfall Solution shampoo, for hair so strong it fights the loss! Tired of hairfall due to breakage? Tried everything but nothing works? Sunsilk Hairfall Solution shampoo is co-created with Dr. Francesca Fusco, scalp expert from New York. Dr. Francesca says, “a woman’s hair is her ‘crowning glory’, and is dedicated to giving every girl the best head start possible to getting glorious hair through care for the scalp”. So if you are tired of hair falling down, Sunsilk Hairfall Solution shampoo’s exclusive formula, with soya vitamin complex, deeply moisturises and fortifies your hair, so that your hair is strong and healthy, with reduced fall out by up to 10 times. So now say no to hair fall with Sunsilk Hairfall^ Solution shampoo and have your hair always on your side. Start Shopping Now!",2023-02-22 11:02:37
Sunsilk Shampoo Hair Fall Solution,Sunsilk,340 ml,500.0,420.0,4,56,"Sunsilk Hairfall Solution shampoo, for hair so strong it fights the loss! Tired of hairfall due to breakage? Tried everything but nothing works? Sunsilk Hairfall Solution shampoo is co-created with Dr. Francesca Fusco, scalp expert from New York. Dr. Francesca says, “a woman’s hair is her ‘crowning glory’, and is dedicated to giving every girl the best head start possible to getting glorious hair through care for the scalp”. So if you are tired of hair falling down, Sunsilk Hairfall Solution shampoo’s exclusive formula, with soya vitamin complex, deeply moisturises and fortifies your hair, so that your hair is strong and healthy, with reduced fall out by up to 10 times. So now say no to hair fall with Sunsilk Hairfall^ Solution shampoo and have your hair always on your side. Start Shopping Now!",2023-02-22 11:03:02
Sunsilk Shampoo Stunning Black Shine,Sunsilk,170 ml,280.0,,5,4,"Sunsilk Stunning Black Shine shampoo, for hair that shines like you do! Shiny hairgives you a boost of confidence! Sunsilk Stunning Black Shine shampoo is Co-created with Jamal Hammadi, Shine Expert from Hollywood. Jamal is a hairdresser to Hollywood stars and known for his natural approach to achieving healthy shine. Time to Shine! This exclusive formula, with Amla Pearl Complex, revives your black hair, leaving your hair looking fuller, beautifully moisturized and mesmerizingly shiny. So girls, go out and stay ready to shine any time with Sunsilk Stunning Black Shine! Buy Now! For best results follow up with use of Sunsilk Stunning Black Shine conditioner. The conditioner comes with revolutionary conditioner technology for oh so manageable hair. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time you style it. Sunsilk Stunning Black Shine Shampoo keeps your hair shiny through the day. Start Shopping Now!",2023-02-22 11:03:08
Sunsilk Shampoo Lusciously Thick & Long,Sunsilk,170 ml,230.0,,7,13,"Sunsilk Lusciously Thick & Long shampoo, for visibly thicker hair that bounces with you! Thick & long hair is every Indian girl’s dream. Sunsilk Lusciously Thick & Long shampoo is Co-created with Teddy Charles, Hair Style Expert. Teddy Charles embodies Big Hair. He has been creating fabulous looks since he was a teenager & has a world-class range of high profile partnerships. More bounce, more life! Sunsilk Lusciously Thick & Long shampoo’s exclusive formula, is enriched with Keratin Yoghurt & nutrients, makes your hair look fuller, with more body and more bounce. So you have your hair always on your side. So when your hair is visibly thick, take your own hairstyle pick. For best results follow up with use of Sunsilk Lusciously Thick & Long conditioner. The conditioner comes with revolutionary conditioner technology for more manageability than ever before. Using a conditioner and using it correctly, can make a difference to hair. By conditioning your hair you are ensuring that it behaves just like you want it to, every time you style it. Sunsilk Lusciously Thick & Long Shampoo gives you the freedom to style your hair the way you want. Start Shopping Now!",2023-02-22 11:03:16
Sunsilk Shampoo Freshness,Sunsilk,375 ml,380.0,,8,5,,2023-02-22 11:03:23
Sunsilk Conditioner Soft Smooth,Sunsilk,300 ml,785.0,,9,1,,2023-02-22 11:03:26
Sunsilk Conditioner Smooth Manageable,Sunsilk,300 ml,695.0,,11,3,,2023-02-22 11:03:31
Sunsilk Conditioner Perfect Straight,Sunsilk,300 ml,695.0,,12,16,,2023-02-22 11:03:40
Sunsilk Conditioner Hair Fall,Sunsilk,300 ml,785.0,,13,5,,2023-02-22 11:03:45
Sunsilk Conditioner Damage Restore,Sunsilk,300 ml,785.0,,14,2,,2023-02-22 11:03:49
Sunsilk Shampoo Volume,Sunsilk,375 ml,500.0,,15,8,1. With natural ingredient extracts 2. Infused with the goodness of Coconut Water and Aloe Vera 3. Gives hair volume** and natural bounce** 4. Make hair soft and smooth 5. Suitable for daily use 6. Provides nourishment to keep hair healthy looking,2023-02-22 11:03:55
Sunsilk Shampoo Healthy Growth,Sunsilk,650 ml,610.0,,17,1,,2023-02-22 11:03:59
Sunsilk Shampoo Healthy Growth,Sunsilk,180 ml,230.0,,18,1,,2023-02-22 11:04:02
Sunsilk Shampoo Healthy Growth,Sunsilk,350 ml,380.0,,19,5,,2023-02-22 11:04:07
Sunsilk Shampoo Perfect Straight,Sunsilk,350 ml,380.0,,20,1,"Sunsilk Perfect Straight Shampoo, for lively, Straight hair that moves with you! There is a magic moment between wet & dry hair when your hair looks perfectly straight and beautifully aligned. Sunsilk Perfect Straight Shampoo is co-created with Yuko Yamashita, straight expert from Tokyo, Yuko has been a collaborator in producing breakthrough technology in hair care with Sunsilk and continues to give her inside scoop on how to achieve perfect straight hair, starting in the shower. Hairtends to frizz and lose its straightness as it dries. An exclusive formula bringing life to straight hair. With silk protein, gently locks in the alignment of hair strands keeping them straighter & fully aligned as they dry. Hair So vibrant, silky and full of movement. For best results follow up with use of Sunsilk Perfect Straight conditioner. Start Shopping Now!",2023-02-22 11:04:11
Sunsilk Perfect Straight Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,340 ml,420.0,,21,9,,2023-02-22 11:04:18
Sunsilk Hijab Refresh Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,350 ml,380.0,,22,9,Buy Sunsilk Hijab Refresh Shampoo 350 ml And Get Sunsilk Conditioner 50 ml Free.,2023-02-22 11:04:26
Sunsilk Lusciously Thick & Long Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,340 ml,400.0,,23,57,,2023-02-22 11:04:57
Sunsilk Stunning Black Shine Shampoo (Free Sunsilk Conditioner 50 ml),Sunsilk,340 ml,400.0,,24,2,,2023-02-22 11:05:01
